,User,Chat
2433,ggomnamu,와 쵸비 지표 지린다
2434,noizyvoice,암살자 벡스 ㄷㄷ
2435,bbqdj,서울대 미드 쵸비
2436,UselessnessMan,쵸오오오오비비이이이이이
2437,파게트,쵸비= 결승전 이전까지는 패왕 ㅋㅋㅋㅋㅋ
2438,nomchinese,대 황 비
2439,jerry8016,진짜 쵸비 지표하나는 좋다
2440,트럴킴,영상 잘만들었네 ㅋㅋㅋㅋㅋㅋㅋ
2441,송이버섯섯,쵸현진시절
2442,접속중입니다,'이제부터 서로 죽여라'
2443,닭갈비는맛있다,팀차이야~~~~
2444,21세,기대 안받는다고 우승하는 팀이였으면 작년에 우승했음 젠지는ㅋㅋ
2445,00년이문규,그저 쵸오오오비이이이
2446,노력중입니다,벡스 귀엽다
2447,모카엔치즈,응 너굴 캐년 베릴빨 ㅋㅋㅋㅋㅋㅋㅋ
2448,gkgkgkqk123456,담원7ㅣ아 ㅋㅋ
2449,ares8359,무관미드 vs 퇴물미드 과연 승자는 ^^오^^
2450,방구석라이프,어?쩔
2451,loonasocialedu,무이로콥터
2452,_튀김만두_17,ㅇㅉ코르키
2453,대려화,엄르키 ㅋㅋㅋㅋㅋ
2454,101oi,저렇게 잘하는데 왜 무관인가요(진짜모름)
2455,안__녕,쵸비 지표는 ㄹㅇ넘사긴하네
2456,세계정복자,병헌아 사랑해
2457,허니챈,코버지!!
2458,아르토리아크,서울대 미드 ㄷㄷ
2459,문치,레 고
2460,왕만두조아,LCK : 10개의 팀이 2달간 엎치락 뒤치락 하다 결국 담원이 우승하는 리그 ㄹㅇ
2461,一中二病患一,Chovyyy
2462,수발공,쵸르키
2463,징글징글벨,우승이 쉽나.. 토트넘도없는데
2464,cysku,오
2465,컹콩이,비비
2466,hobak11,데프트 레고 ㅋㅋ
2467,dm1504,엄
2468,zzzzak728,^무관^
2469,luxurybody1234,개 똥 혁 견들 또 쵸비 억까하니?
2470,t29w782,코르키 ㅋㅋㅋㅋ
2471,순다다당당,ㄱㅇㅇ
2472,nyung608,담원 젠지한테 뭐 되긴되나
2473,들어가슈,캬
2474,griphisyup,응 쇼메는 항상 캐년 있었음 ㅋ
2475,myung0303,죄다 1위노
2476,할머니리어카부수는라단,무르키
2477,은작화,이야~
2478,yh3lee,ㅋㅋㅋ 코르키 얼굴 ㅋㅋㅋ
2479,freetempo5,굳이 억텐으로 스타 안만들어도 쵸비 케리아 제우스 캐니언 보면 알아서 실력이랑 스타성 있는 애들 나오는데
2480,눈나눈나나죽어,죄다 1등이네
2481,khb008211,20물로켓때 롤드컵도 못나간팀ㅋㅋ
2482,私の宿命,무관중왕 쳐비
2483,sugasugaroon,ㄷ
2484,뿌슝빠숭,쵸비  지표  원툴
2485,아누아리자으나,쥐커드
2486,내걸보면기겁하고도망갈껄,코르키 확대 웃기네
2487,붕딹,엄
2488,bsh2012,쇼메는 지표가없누 ㅋㅋㅋ
2489,realchidang,벡스 궁 몇번 쓴거냐?????
2490,ljj0717,ㄹㅇ 슼팬이지만 쵸비 라인전 하나는 진짜 1황 맞는듯
2491,시간콜,이게 잼있누...
2492,갓니코,vs 브리온 지표 ㅋㅋ
2493,s4ms0nite,무관 중 왕 ㅋㅋㅋㅋㅋ
2494,고경근,솔킬1등 페이트라그러던데 모지
2495,야시장,담원은 1.5젠지에게도 졌잖아
2496,바이올렛6,담트콩들 오늘 지면 맞아야겠지?
2497,일치로_,^지표도르^
2498,erwin1174,와
2499,파솔솔,오늘 젠지에 올인간다
2500,crackersbell,GenG 3-1 DK
2501,Surrender_Coach,20담원=물로켓 그냥 롤드컵 1회따리 ㅇㅇ
2502,커리조아,쇼메는 순위 안넣어주넼ㅋ
2503,떵꾸멍,오늘 담원 개탈탈 털리는날이네 ㅋㅋㅋ
2504,blackrobot7388,초비야 우리 돈빈이형 롤컵한을 감독으로라도 풀어다오
2505,응애독타,쇼메 지표딸도 못하네 ㅋㅋ
2506,콧구멍살인마,플옵 결승엔 존재감이없지;;ㅋㅋ
2507,월다_,저런선수가 어떻게 무관
2508,송이버섯섯,쵸비의 요네좀보고싶다
2509,fullinlove486,쇼메 끝 ㅋㅋㅋ
2510,게임좀켜세요,그래픽 진짜 구리네
2511,cutedong,누가이김요
2512,엔난나,난쟁이 벌써 끝? ㅋㅋㅋ
2513,jwymj129,항 러
2514,rlatlgus8810,드가자!
2515,gosuccess12,16대 3ㅋㅋㅋ
2516,04__23,쵸비특) 결승전 똥쟁이@ 쵸비특) 결승전 똥쟁이@ 쵸비특) 결승전 똥쟁이@ 쵸비특) 결승전 똥쟁이@ 쵸비특) 결승전 똥쟁이@
2517,옴아린,느으그으혀억 ㅋㅋㅋㅋ
2518,진영홍,쑈우뭬이커가 해내고 있습니다ㅏㅏㅏㅏㅏㅏ (울컥 울컥)
2519,바위게알탕,쇼메는 왜 넘기냐? ㅋㅋㅋㅋㅋㅋ
2520,욕심후후훗,황러
2521,일름보정예트수,DK는 좀...
2522,모자상백환,ㅂㅌㅊㅇ
2523,넥윈,오늘 역체미 누군지 결판 나는날이죠?? 오늘 역체미 누군지 결판 나는날이죠??오늘 역체미 누군지 결판 나는날이죠??
2524,kurgal0903,바텀차이 너무 심한데 ㅋㅋ
2525,hanrabong1,룰 러
2526,ggomnamu,황러 황러
2527,nyarlathotep343,룰 황
2528,조영남은화개장터,자갓
2529,옴라가스,빈집 시즌 7패한팀 ㄷ ㄷ
2530,noizyvoice,바텀차이?
2531,youtubgak,황러
2532,맹길이부활,16:3 ㅋㅋㅋㅋㅋㅋ
2533,00년이문규,덕켈 vs 룰리 ㄷㄷ
2534,곰보게임전문곰보,룰러 덕담 인간상성 아니냐? ㅋㅋㅋㅋㅋㅋ
2535,cysku,문제는 트페 제외하고 쵸비상대로 하나도픽 못함
2536,Cone0133,미드 제이스 또 해봐 터트려줄게 ㅋㅋ
2537,아이셔소다맛,차이 엄청나네
2538,바홍_,오
2539,UselessnessMan,ㅂㅌㅊㅇ
2540,fprince98,인간 상성 ㄷ
2541,렌고쿠3쿄쥬로,대황러
2542,로시데레,룰러엔딩
2543,shwlgnsw,데욱담
2544,qeyhdj1727,진재승언제오냐
2545,메인라인,쇼메는 왜케 빨리 끝나나요?
2546,모카엔치즈,ㅈ담ㅋㅋㅋ
2547,람머스와아무무,어떻게든 띄워줄려고 브리온지표 보여주네 ㅋㅋㅋㅋㅋㅋㅋㅋ
2548,세이버02,이건 룰러제
2549,kimjihoa,팀차이 ㅋㅋㅋㅋ
2550,21세,오늘 19:3 될 예정
2551,absolute0705,dk가 이기냐??
2552,레알엠케,쇼메는 이게 끝?
2553,sub0411,라인전하나는 기가막힘
2554,ares8359,아니 라인전 이기면 뭐함? ^무^관 인데요 ㅋㅋ 쵸갈들아
2555,왕만두조아,LCK : 10개의 팀이 2달간 엎치락 뒤치락 하다 결국 담원이 우승하는 리그 ㄹ
2556,공연무산,덕해분 룰러
2557,naw1228,^16:3^ ^쵸없젠^
2558,rookie0917,제리 밴이네 ㅋㅋㅋ
2559,bradlee0816,황 러
2560,단_화,덕담은 그냥 Top5에도 원딜 올리기 힘들어
2561,silersiler,제리한판ㅋㅋ
2562,jabongtl,16:3????
2563,루네아_,제일 재밌어보이는 담젠전
2564,골드마트,덕담 잘하던데 저번에보니
2565,dRiCiRis,난쟁이 ㅇㄷ?
2566,dicee1121,상성보소
2567,gunwoo731,룰러도 진짜 참 꾸준한 원딜이다 멋있네
2568,펄짓,대
2569,zzzzak728,'무관' vs '유관'
2570,lovehny,대 황 룰 러
2571,luxurybody1234,개 똥 혁  똥 상 혁 느 그 혁 벌 레 혁
2572,tjddn1244,이거 광동이 이기면 어캐댐?
2573,김회색,508 ㄷㄷ
2574,쵸츠_,덕담 잘해
2575,y2kssagaji,제리가 사기다
2576,뭉뭉뭉뭉이,저저 사기챔
2577,looseleaf,892 ㅗㅜㅑ
2578,beadamonster,라인전 원툴이면 뭐함? ㅋㅋ 쇼메랑 영향력이 비교가 안되는데
2579,얄탁꾸리,궁만쐈는데
2580,매하일,바텀 누가 이기냐가 핵심이지
2581,김김김군다비,16:3
2582,피버흥해라,덕룰 라인전은 룰러가 잘패든데
2583,아르토리아크,ㅋㅋㅋㅋㅋㅋ 얼마나 평소 지표가 개판이면 브리온전껄 들고오냐
2584,antec1357,대단하다 버스메이커!!!!!!
2585,myjgh1231,'한해서는'
2586,fjfjtnrkkd,근데 더 라스트 오브 어스2는 갓겜임 스토리도 좋와요 ㅇㅈ?
2587,헬로우181818,응 룰러 에이징커브~
2588,zzinkkoo,'그팀' 팬분들 젠지 담원 경기와서 분탕좀 그만하세요
2589,sty155,대 버 지
2590,슝믹,역체미란다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 쇼맘쵸맘들 난리나겠네
2591,여러상아,제리는 막아야지
2592,진짜몰라서물음,대 속 담
2593,염주로,역최미는 결승이지 ㅋㅋㅋㅋ
2594,얍플랭크,4강에 역체미 이러고있네ㅋㅋㅋㅋ
2595,슈퍼만쥬,편집 맛있네 ㅋㅋ
2596,nowonnow2k,ㅎㄱㄱㄱ
2597,dwggod,제리로 못하는 인간이 어디있냐 ㅋㅋㅋ
2598,won5319,직스할거면 고스트가
2599,wincg123,^난^
2600,Surrender_Coach,20담원=물로켓 그냥 롤드컵 1회따리 ㅇㅇ
2601,sys9311,잼겠당
2602,cysku,그 장면
2603,y04091,응 담민이들아 은글슬적 버스메이커 역체미 끼워넣지마 t1한테 2대떡 케니언 게이밍 따리야 ㅋㅋ
2604,lis0920,황 러
2605,ggomnamu,캬
2606,nsy0906,아니 경기 시작전에 갈드겁 오지네 ㅋㅋㅋㅋㅋㅋ
2607,왕만두조아,LCK : 10개의 팀이 2달간 엎치락 뒤치락 하다 결국 담원이 우승하는 리그 ㄹㅇ
2608,솜지우,캬 대 황 러
2609,바람일수,20담원은 팀이 좋았지 고스트의 후예
2610,rhw5427,ㅡ
2611,kukallll,룰ㄹㄹㄹ러
2612,벚꽃필무렵대학원생,멋지네 ㄷㄷ
2613,Zokara28,덕버지 ㅋㅋㅋ
2614,ares8359,아니 라인전 이기면 뭐함? ^무^관 인데ㅋㅋ 쵸갈들아
2615,붕웁,영상 잘만들었다 ㅋㅋ
2616,baekdoomountain,sk갈 이 스레기들 때문에 괜히 죄없는 슼만 욕먹고 있네........................ 아 진짜 개싫다 에휴ㅉㅉ
2617,rookie0917,제리는 오늘 못볼듯 ㅋㅋㅋㅋ
2618,Ru_Korean,저장면 ㅋㅋ
2619,wjsbt1,담원 팬들은 젠지한테도 억까하네 ㅋㅋㅋ
2620,00년이문규,룰러의 롤드컵의 자야 ㄷㄷ
2621,fullinlove486,코박죽 아리 ㅋㅋㅋ
2622,단_화,덕담은 직스나 해라 원딜싸움으로는 가망 없다
2623,모카엔치즈,캬
2624,백두의냥냥펀치,@luxurybody1234 에휴 불쌍할 정도다 야 ㅋㅋㅋㅋㅋ
2625,재수하기싫어요,캬
2626,ujun0248,캬
2627,채루마,자 우한의 슈퍼스타 안현빈~~~
2628,manti12452,대황러
2629,gkslgksmfdl,오늘 19대 3 예정
2630,YameKri,저건 진짜 레전드
2631,scienpr,스킨의 주인 ㄷㄷ
2632,kurgal0903,담원 인장 ㅋㅋ
2633,illlilililililil,대 황 러
2634,함초롬체,담원이 오늘 젠첩들 참교육 시켜주자 결승은 어차피 t1이 이기니까 ㅇㅇ
2635,noizyvoice,황러 ㄷㄷ
2636,jejoji24,진 간2ㅣ
2637,zzinkkoo,'그팀' 팬분들 제발 담원젠지 팬들 배려좀 해주세요 여기와서도 욕하는 '그팀' 팬분들 너무하네
2638,koreankimchneon,스킨주인
2639,UselessnessMan,개간지 ㄷㄷ
2640,14239,유미가 포탑 맞고있네
2641,일름보정예트수,담원은 순위 껀에도 못 들어가네
2642,하이_하이11,대 황 러
2643,헤나의룩북,헤나의룩북 subscribed with Prime. They've subscribed for 2 months! 
2644,candy_flavor,캬
2645,nrew94,펜타줘
2646,lsehu,개표방송ㅋㅋ
2647,eoghkdzks,진짜 진짜 원딜
2648,wlsekjihwan,와 편집뭔  ㅋㅋ
2649,곰카콜라1,?
2650,아누아리자으나,공익콜 ㅋㅋㅋㅋ
2651,여러상아,다 1등이야?
2652,곰돌버거,ㅋㅋ
2653,ahfmrptektlqkf,ㅇ? 가짜원딜
2654,1번뽑았습니다,캬
2655,쎄타퓨엘,대 향 러
2656,Cone0133,19:3 ㅋㅋㅋㅋㅋㅋㅋ
2657,할머니리어카부수는라단,궁자세 저랬구나
2658,lalaland_112,빨리좀 해라 차피 결승가면 티원한테 쳐발릴텐데 ㅋㅋ
2659,귀차니즘ㅡㅡ,크 편집 개멋지네
2660,제니어,와 씨 편집 ㅋㅋㅋㅋㅋ
2661,미스터붐붐파우,킹간미
2662,이젠틀렸어,왕자님
2663,4260sungg,128% ㄷㄷㄷㄷ
2664,kukallll,캬
2665,마달별,아무나 와라ㅋㅋㅋㅋㅋㅋ
2666,트럴킴,편집 누가했냐? 잘했네 ㅋㅋㅋㅋㅋㅋㅋㅋ
2667,siqsiqwhgdk123,담민이들 독기 바싹올랐네
2668,wjdwlsdn1849,빗나감ㅋㅋㅋㅋ
2669,지윤앵,개멋잇네
2670,게임프랜드,근본
2671,크로뱃___,진짜 개표방송같네 ㅋㅋㅋ
2672,00년이문규,캬 대 황 러
2673,노력중입니다,그렇지만 펜타는 못먹는..
2674,strawberrybl0ss0m,와
2675,SkylineKR,대 황 러
2676,sd020517,군필콜
2677,Surrender_Coach,20담원=물로켓 그냥 롤드컵 1회따리 ㅇㅇ
2678,rkf1212,정작 자야 스킨은 안쓰는 ㅋㅋㅋㅋ
2679,yuj0906,영상 개지리네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2680,myjgh1231,여자를 죽여?
2681,창바람,젠지 ㅎㅇㅌ
2682,내걸보면기겁하고도망갈껄,개머싯네
2683,채루마,님들 우한의 슈퍼스타 안현빈 아시는 분 귓속말 주세요.
2684,성난성태김성태,룰러>>>>구마유시
2685,CherryCatling,편집 그저 지림
2686,무료와이파이,다 1등이네
2687,zzzzak728,룰러는 이미 퇴물이징 ㅋㅋ
2688,lostar08,편집 좋다
2689,니차욘따라락,젠지 이기자
2690,jihooo0706,투자효율  최고 ㄷㄷㄷ
2691,seguking,룰러가 퍼스트 받는게 맞았지
2692,hj4413,황러
2693,chukbogi1,아겜원딜은 황러다
2694,Novice17,저거 누구였음
2695,혜브이,개표방송 ㅋㅋㅋㅋ
2696,카롱단_조하영,한체원 룰러!!!
2697,rhw5427,담원은 플옵지표만 있네 ㅋㅋ 얼마나 쓸게없으면
2698,야참부,드가자~~~~~~~~~~~~~~~~~
2699,aderop123,ㅑ웅
2700,s5214,5꽉해줘라
2701,sibillSW,ㅅ
2702,antec1357,LCK 1황팀 담원의 엄청난 지표 ㄷㄷㄷㄷㄷ
2703,튜카,큰거왓다
2704,cysku,전령 꼴지 ㅋㅋㅋ
2705,dRiCiRis,어째 편집이 개표방송같누 ㅋㅋㅋㅋㅋ
2706,zx8272003,GENG WIN
2707,gptjddld,개표방송 ㅋㅋㅋㅋㅋㅋ
2708,늑대상어,오늘 작은 거 오냐
2709,파솔솔,이야 편집맛집이네ㅋㅋ
2710,요조숙남,담민 vs 젠첩이냐 오늘?
2711,헬로우181818,저 룰러가 우지 재키러브 구마유시한테 털림 ㅋㅋ 심지어 쌈디도 ㅋㅋ
2712,qlalf12321,버돌년이 0.5인분만해도 담기가이길듯
2713,won5319,전령낮네
2714,아르토리아크,ㅋㅋㅋㅋㅋㅋㅋ 브리롱 팬 기록
2715,plplooo0,양데인 절대종신해
2716,jwymj129,구마유시>>>룰러
2717,오늘의일격이,진짜 T1이랑 많이 다르네
2718,pronopga,GEN win DK cút
2719,oomori1133,젠지 팬들은 페이커를 좋아합니다 채팅창에서 페이커를 음해하는 세력은 전부 담민이입니다
2720,kimjihoa,내다버린 전령
2721,얘드라행복해라,편하게 보셈 젠지가 걍 이김
2722,enzoeeeeeee,역시 최고 원딜 룰러
2723,Neptune_3300,GENG EASY CLAPZZ
2724,얏콜,담민이들은 제발 자기팀 응원좀 해주세요 경기도 없는 1위팀 끌어들여서 욕할생각만 하지말고 ㅠㅠ
2725,sosohanq,난 왜 담원이 이길 것 같노 ㅋㅋ
2726,희망전도사,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2727,찬지,역대콩 ㅋㅋㅋㅋ
2728,정똬여니,22222
2729,bbqdj,전령을 버리네 ㅋㅋ
2730,jabongtl,전령 꼴찌
2731,basepark101,역대 최강 콩라인 ㄷㄷ
2732,UselessnessMan,역대 최고의 2등 ㅋㅋㅋ
2733,자시스,2
2734,sbc5186,2?
2735,nomchinese,222222222222222222
2736,baekdoomountain,슼은 팬이 쓰ㄹㄱ라 괜히 죄없는 선수들만 욕먹네 에휴... 진짜 짜증난다ㅉㅉ
2737,문치,어차피 2위 ㅋ
2738,법알못,역체2
2739,최깊세,전령꼴지노 ㅋㅋㅋ
2740,매하일,젠지 지표 미쳤네
2741,키가작은미드,ㅋㅋㅋㅋㅋㅋㅋ
2742,승리토템,역체콩ㅋㅋㅋㅋ
2743,화_랑,역최준 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2744,꼬마사서,전령멸시
2745,sleepwantsme,15승 3패인데 2등..?
2746,벡트로,무
2747,NeNeDa_,wjsfud qjflsp
2748,샌잠,2등 ㅋㅋㅋㅋㅋㅋㅋ
2749,조영남은화개장터,15승 3패로 2등...
2750,스치면고자,ㄹㅇㅋㅋ
2751,들어가슈,그렇긴해
2752,bamboobam1,2
2753,iamboy2000,드래곤성애자
2754,솜지우,전령에 관심없어도 지표는 높다..
2755,idoluvyou,역체2
2756,HoOon2,극 바텀형이네
2757,griphisyup,오늘 담민이들 매너채팅 해주세요
2758,greatjaewon,치킨 시켰다 야 미
2759,k200888,자야는 ㄴ스킨이 간지
2760,astemae,전령유기 ㅋㅋ
2761,송이버섯섯,전령꼴찌 ㅋㅋ
2762,LLQB1999,전령 10등 드래곤 1등ㅋㅋㅋㅋ
2763,단_화,15-3이면 앵간하면 1위지 ㅋㅋ
2764,프드라,전령왜저래
2765,lbs0620,대 황 슼
2766,아다다다가,이젠명
2767,게임프랜드,ㅋㅋㅋ 역대 2등 도르 ㅋㅋ
2768,k87130,젠지는 티원이랑 반대로 드래곤에 집중하네
2769,세르담,티원팬분들 선수비하 그만하고 나가주세요 ㅠㅠ
2770,노력중입니다,전령..?
2771,nemosemo486586,전령멸시
2772,zlzonhalba,자 멸망전 드가자
2773,김김김군다비,전령 보이콧 ㅋㅋ
2774,얄탁꾸리,빛나는 무관
2775,SleepSleepSleepS,2222 역체 2
2776,dm1504,역체콩 ㅋㅋㅋㅋ
2777,고교100년생,최고의 2등 ㅋㅋㅋㅋ
2778,시인디,전승 ㅋㅋㅋㅋㅋ
2779,빠나나썅,15승 3패 억까누 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2780,rmsh169,도구는 안해주네
2781,jju2799,역대콩 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2782,nowonnow2k,전령대신 용이네 젠지
2783,쨴니,...
2784,tkekfl95,역대 최고의 2등 ㅋㅋㅋ
2785,scienpr,최고으 2등
2786,체이잉,전령 꼴지는 보면 볼수록 대박이네
2787,루네아_,역체2 ㅋㅋㅋㅋㅋ
2788,진존게못,무조건 젠지
2789,eoghkdzks,역최콩 ㅋㅋㅋㅋ
2790,진격해야했는데,젠지  드래곤 이 우선인가
2791,미니건을든회색냥,페이커는 ㅁ ㅜ허ㅏㅁ
2792,태어난_김에_사는_사람,ㅋㅋㅋㅋㅋ
2793,김회색,전령이 왜 꼴등임????
2794,zzzzak728,^무^
2795,내서랍속의낡은상자,1등뺴고 왠만하면 다 이긴거지...
2796,beadamonster,역체콩 ㅋㅋㅋ
2797,닉네임1124,바론 파워 플레이는 대체 뭔 지표냐
2798,jperon1,2222222222
2799,모찌먹는라이츄,2
2800,설정된닉네임,역대최고의 2등ㅋㅋㅋㅋㅋㅋ
2801,헤에운,준우승도 준우승
2802,zizyzb,ㄹㅇ 젠지도 엄청 잘한건데 ㅋㅋ
2803,파란머리오목눈이,역체2 ㅋㅋㅋㅋㅋㅋ
2804,공룡박사파카,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2805,rich100sooo,구마유시 >>>>>>룰러 >> 데프트 >>>>>>>>>덕담
2806,bradlee0816,ㅋㅋㅋㅋㅋㅋ
2807,레디치,의ㄹ외로 전령은 안먹었네
2808,만신김성모,20서머 drx와 동급
2809,myjgh1231,역대 최고의 2위 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2810,dukerell,역체콩
2811,김떡봉,스코어 믿고있었다고!
2812,익힌새우,역체콩ㅋㅋㅋ
2813,블루투스술통,젠콩
2814,_소롱,역체콩 ㅇㅈㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2815,중동용병,역대콩
2816,_캬아,역최2위
2817,무료와이파이,역대 최고의 콩ㅋㅋㅋㅋㅋㅋ
2818,_하눌,역최콩 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2819,우노1,역체콩ㅋㅋㅋㅋㅋㅋㅋㅋ
2820,shoemaker155,콩콩
2821,대한풍어,콩지
2822,00년이문규,지표는 거의 비슷하네
2823,hanrabong1,15승이면 우승권인데 ㅋㅋ
2824,테일즈__,엑최콩
2825,무지렁이먹는수달,전령 그냥안먹네
2826,살인마몽구,ㅁ
2827,Surrender_Coach,20담원=물로켓 그냥 롤드컵 1회따리 ㅇㅇ
2828,피버흥해라,ㅋㅋ 15 3이면 역대 1등팀 스코어지
2829,_택이__,역체콩 ㅋㅋㅋㅋㅋㅋ
2830,qw7311,역대 최고의 콩
2831,야시장,콩젠지ㅋㅋ
